t,ndyag,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12
8.87E-07,0.03984190812,-0.084333249,-0.0705533115,-0.0428313375,-0.084333249,-0.0705533115,-0.0705533115,-0.1120553385,-0.084333249,-0.0705533115,-0.098275401,-0.1120553385,-0.0705533115
8.87E-07,0.03157394499,-0.056773374,-0.0705533115,-0.098275401,-0.084333249,-0.084333249,-0.084333249,-0.098275401,-0.084333249,-0.084333249,-0.1258352865,-0.1120553385,-0.084333249
8.88E-07,0.02320872561,-0.0705533115,-0.0705533115,-0.0705533115,-0.084333249,-0.084333249,-0.098275401,-0.0290514,-0.084333249,-0.0705533115,-0.0705533115,-0.098275401,-0.084333249
8.89E-07,0.03157394499,-0.098275401,-0.0705533115,-0.098275401,-0.1258352865,-0.0705533115,-0.056773374,-0.1120553385,-0.1120553385,-0.0705533115,-0.1120553385,-0.084333249,-0.0705533115
8.89E-07,0.02320872561,-0.056773374,-0.0705533115,-0.084333249,-0.098275401,-0.084333249,-0.1120553385,-0.084333249,-0.098275401,-0.1120553385,-0.0705533115,-0.056773374,-0.098275401
8.90E-07,0.02320872561,-0.084333249,-0.098275401,-0.084333249,-0.0705533115,-0.0705533115,-0.1120553385,-0.1120553385,-0.1120553385,-0.084333249,-0.098275401,-0.084333249,-0.056773374
8.90E-07,0.02320872561,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.1120553385,-0.084333249,-0.1120553385,-0.056773374,-0.1397773125,-0.098275401,-0.0705533115,-0.084333249
8.91E-07,0.03984190812,-0.056773374,-0.0705533115,-0.084333249,-0.098275401,-0.0705533115,-0.056773374,-0.098275401,-0.084333249,-0.1120553385,-0.1397773125,-0.0705533115,-0.098275401
8.92E-07,0.04810987125,-0.1120553385,-0.056773374,-0.056773374,-0.084333249,-0.084333249,-0.0705533115,-0.098275401,-0.1120553385,-0.084333249,-0.1258352865,-0.1120553385,-0.0705533115
8.92E-07,0.01494068751,-0.0705533115,-0.056773374,-0.0705533115,-0.084333249,-0.098275401,-0.098275401,-0.1120553385,-0.084333249,-0.084333249,-0.084333249,-0.084333249,-0.098275401
8.93E-07,0.01494068751,-0.098275401,-0.0705533115,-0.098275401,-0.098275401,-0.1258352865,-0.056773374,-0.0705533115,-0.084333249,-0.084333249,-0.056773374,-0.098275401,-0.0705533115
8.93E-07,0.03157394499,-0.056773374,-0.0705533115,-0.056773374,-0.056773374,-0.084333249,-0.0705533115,-0.1397773125,-0.084333249,-0.1397773125,-0.1258352865,-0.098275401,-0.084333249
8.94E-07,0.00667272438,-0.1258352865,-0.084333249,-0.098275401,-0.1120553385,-0.084333249,-0.0705533115,-0.098275401,-0.0705533115,-0.084333249,-0.1258352865,-0.084333249,-0.0705533115
8.95E-07,0.01494068751,-0.0705533115,-0.0705533115,-0.056773374,-0.0705533115,-0.056773374,-0.084333249,-0.0705533115,-0.084333249,-0.084333249,-0.0705533115,-0.1120553385,-0.1397773125
8.95E-07,0.03157394499,-0.0705533115,-0.0705533115,-0.0705533115,-0.098275401,-0.084333249,-0.1120553385,-0.0705533115,-0.098275401,-0.0705533115,-0.084333249,-0.0705533115,-0.056773374
8.96E-07,0.02320872561,-0.0705533115,-0.098275401,-0.0705533115,-0.098275401,-0.0705533115,-0.084333249,-0.0705533115,-0.1120553385,-0.084333249,-0.084333249,-0.0290514,-0.1120553385
8.96E-07,0.02320872561,-0.084333249,-0.098275401,-0.056773374,-0.0705533115,-0.084333249,-0.084333249,-0.056773374,-0.098275401,-0.098275401,-0.1120553385,-0.098275401,-0.098275401
8.97E-07,0.02320872561,-0.098275401,-0.084333249,-0.1397773125,-0.084333249,-0.1120553385,-0.1120553385,-0.1120553385,-0.0705533115,-0.098275401,-0.0705533115,-0.084333249,-0.084333249
8.98E-07,0.03984190812,-0.1120553385,-0.084333249,-0.084333249,-0.084333249,-0.098275401,-0.084333249,-0.098275401,-0.056773374,-0.1120553385,-0.0705533115,-0.0428313375,-0.1120553385
8.98E-07,0.03157394499,-0.084333249,-0.0705533115,-0.056773374,-0.056773374,-0.0705533115,-0.084333249,-0.1120553385,-0.056773374,-0.0705533115,-0.0705533115,-0.1258352865,-0.084333249
8.99E-07,0.00667272438,-0.1120553385,-0.084333249,-0.098275401,-0.056773374,-0.084333249,-0.084333249,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.0428313375,-0.098275401
8.99E-07,0.01494068751,-0.098275401,-0.084333249,-0.056773374,-0.0705533115,-0.0705533115,-0.1120553385,-0.0705533115,-0.1120553385,-0.084333249,-0.0705533115,-0.084333249,-0.0705533115
9.00E-07,0.03157394499,-0.056773374,-0.0705533115,-0.056773374,-0.098275401,-0.084333249,-0.084333249,-0.084333249,-0.084333249,-0.098275401,-0.0705533115,-0.084333249,-0.098275401
9.01E-07,0.00667272438,-0.084333249,-0.084333249,-0.1258352865,-0.084333249,-0.1120553385,-0.0705533115,-0.1120553385,-0.098275401,-0.098275401,-0.084333249,-0.0705533115,-0.084333249
9.01E-07,0.03157394499,-0.084333249,-0.0705533115,-0.0705533115,-0.098275401,-0.084333249,-0.0705533115,-0.1120553385,-0.084333249,-0.084333249,-0.098275401,-0.084333249,-0.1120553385
9.02E-07,0.02320872561,-0.084333249,-0.084333249,-0.084333249,-0.098275401,-0.0705533115,-0.098275401,-0.1120553385,-0.084333249,-0.098275401,-0.1120553385,-0.084333249,-0.098275401
9.02E-07,0.01494068751,-0.084333249,-0.084333249,-0.084333249,-0.056773374,-0.056773374,-0.0705533115,-0.098275401,-0.0705533115,-0.1120553385,-0.0705533115,-0.1120553385,-0.098275401
9.03E-07,0.01494068751,-0.098275401,-0.084333249,-0.084333249,-0.084333249,-0.084333249,-0.056773374,-0.1120553385,-0.0705533115,-0.056773374,-0.056773374,-0.084333249,-0.098275401
9.04E-07,0.03157394499,-0.0705533115,-0.098275401,-0.084333249,-0.056773374,-0.098275401,-0.0705533115,-0.084333249,-0.0705533115,-0.098275401,-0.084333249,-0.1120553385,-0.098275401
9.04E-07,0.02320872561,-0.056773374,-0.056773374,-0.056773374,-0.0428313375,-0.084333249,-0.056773374,-0.1120553385,-0.1120553385,-0.1258352865,-0.084333249,-0.084333249,-0.084333249
9.05E-07,0.03157394499,-0.084333249,-0.0705533115,-0.056773374,-0.084333249,-0.084333249,-0.098275401,-0.084333249,-0.0705533115,-0.0705533115,-0.084333249,-0.0705533115,-0.084333249
9.05E-07,0.03984190812,-0.084333249,-0.0290514,-0.056773374,-0.0428313375,-0.084333249,-0.098275401,-0.084333249,-0.098275401,-0.098275401,-0.0705533115,-0.0705533115,-0.098275401
9.06E-07,0.01494068751,-0.084333249,-0.0705533115,-0.084333249,-0.098275401,-0.0705533115,-0.056773374,-0.0705533115,-0.098275401,-0.098275401,-0.084333249,-0.0705533115,-0.0705533115
9.07E-07,0.02320872561,-0.0705533115,-0.098275401,-0.0705533115,-0.098275401,-0.084333249,-0.056773374,-0.1258352865,-0.0428313375,-0.0705533115,-0.1120553385,-0.0428313375,-0.098275401
9.07E-07,0.00667272438,-0.084333249,-0.0705533115,-0.084333249,-0.0705533115,-0.084333249,-0.0705533115,-0.084333249,-0.1258352865,-0.056773374,-0.1120553385,-0.0705533115,-0.098275401
9.08E-07,0.00667272438,-0.0705533115,-0.1120553385,-0.084333249,-0.056773374,-0.056773374,-0.0705533115,-0.084333249,-0.098275401,-0.1120553385,-0.0705533115,-0.0705533115,-0.0428313375
9.08E-07,0.02320872561,-0.0428313375,-0.084333249,-0.084333249,-0.056773374,-0.056773374,-0.098275401,-0.0705533115,-0.1120553385,-0.084333249,-0.084333249,-0.0705533115,-0.084333249
9.09E-07,0.01494068751,-0.084333249,-0.084333249,-0.0705533115,-0.084333249,-0.1120553385,-0.1120553385,-0.0705533115,-0.084333249,-0.084333249,-0.084333249,-0.1258352865,-0.1120553385
9.10E-07,0.03157394499,-0.1120553385,-0.098275401,-0.0705533115,-0.084333249,-0.0705533115,-0.084333249,-0.1120553385,-0.098275401,-0.1258352865,-0.098275401,-0.056773374,-0.084333249
9.10E-07,0.01494068751,-0.1120553385,-0.1120553385,-0.0705533115,-0.0705533115,-0.084333249,-0.084333249,-0.0705533115,-0.1120553385,-0.084333249,-0.056773374,-0.084333249,-0.084333249
9.11E-07,0.01494068751,-0.0705533115,-0.0428313375,-0.084333249,-0.0428313375,-0.084333249,-0.0705533115,-0.1120553385,-0.0290514,-0.098275401,-0.0705533115,-0.1120553385,-0.098275401
9.11E-07,0.03157394499,-0.098275401,-0.0428313375,-0.098275401,-0.0705533115,-0.056773374,-0.084333249,-0.098275401,-0.0705533115,-0.084333249,-0.084333249,-0.0705533115,-0.1120553385
9.12E-07,0.01494068751,-0.0705533115,-0.084333249,-0.084333249,-0.0705533115,-0.0705533115,-0.1120553385,-0.0705533115,-0.098275401,-0.0705533115,-0.0428313375,-0.098275401,-0.0705533115
9.13E-07,0.01494068751,-0.1258352865,-0.0705533115,-0.098275401,-0.1120553385,-0.0705533115,-0.084333249,-0.084333249,-0.084333249,-0.084333249,-0.084333249,-0.1120553385,-0.084333249
9.13E-07,0.02320872561,-0.084333249,-0.084333249,-0.1120553385,-0.0705533115,-0.098275401,-0.098275401,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.1120553385
9.14E-07,0.02320872561,-0.0705533115,-0.1120553385,-0.0705533115,-0.0705533115,-0.084333249,-0.0705533115,-0.084333249,-0.0705533115,-0.0705533115,-0.056773374,-0.0705533115,-0.084333249
9.14E-07,0.03157394499,-0.098275401,-0.056773374,-0.1258352865,-0.084333249,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.084333249,-0.056773374,-0.084333249,-0.0428313375
9.15E-07,0.00667272438,-0.056773374,-0.0705533115,-0.0705533115,-0.084333249,-0.084333249,-0.0428313375,-0.098275401,-0.0705533115,-0.1258352865,-0.1397773125,-0.098275401,-0.098275401
9.16E-07,0.02320872561,-0.1258352865,-0.0290514,-0.056773374,-0.056773374,-0.056773374,-0.0705533115,-0.0705533115,-0.056773374,-0.084333249,-0.084333249,-0.098275401,-0.1258352865
9.16E-07,0.02320872561,-0.084333249,-0.098275401,-0.056773374,-0.084333249,-0.1120553385,-0.0705533115,-0.0428313375,-0.084333249,-0.098275401,-0.0705533115,-0.0705533115,-0.098275401
9.17E-07,0.03157394499,-0.0705533115,-0.0705533115,-0.098275401,-0.1120553385,-0.084333249,-0.0705533115,-0.0428313375,-0.0705533115,-0.098275401,-0.084333249,-0.084333249,-0.0705533115
9.17E-07,0.01494068751,-0.0428313375,-0.0428313375,-0.1120553385,-0.098275401,-0.0290514,-0.084333249,-0.056773374,-0.0705533115,-0.098275401,-0.084333249,-0.1120553385,-0.1258352865
9.18E-07,0.03157394499,-0.1120553385,-0.084333249,-0.098275401,-0.056773374,-0.084333249,-0.084333249,-0.056773374,-0.0705533115,-0.056773374,-0.0705533115,-0.1258352865,-0.084333249
9.19E-07,0.02320872561,-0.0705533115,-0.0705533115,-0.098275401,-0.098275401,-0.0705533115,-0.0705533115,-0.084333249,-0.0705533115,-0.056773374,-0.084333249,-0.084333249,-0.0705533115
9.19E-07,0.02320872561,-0.084333249,-0.0705533115,-0.056773374,-0.0428313375,-0.0705533115,-0.0705533115,-0.084333249,-0.1258352865,-0.056773374,-0.084333249,-0.0705533115,-0.098275401
9.20E-07,0.01494068751,-0.098275401,-0.084333249,-0.1258352865,-0.0290514,-0.098275401,-0.0705533115,-0.084333249,-0.098275401,-0.0705533115,-0.1120553385,-0.098275401,-0.098275401
9.20E-07,0.03157394499,-0.084333249,-0.056773374,-0.084333249,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.098275401,-0.084333249,-0.084333249
9.21E-07,0.03157394499,-0.056773374,-0.084333249,-0.084333249,-0.0705533115,-0.098275401,-0.084333249,-0.0705533115,-0.098275401,-0.056773374,-0.1120553385,-0.098275401,-0.084333249
9.22E-07,0.02320872561,-0.084333249,-0.0705533115,-0.084333249,-0.056773374,-0.084333249,-0.084333249,-0.098275401,-0.084333249,-0.084333249,-0.084333249,-0.1120553385,-0.098275401
9.22E-07,0.03157394499,-0.098275401,-0.0428313375,-0.056773374,-0.098275401,-0.0705533115,-0.056773374,-0.098275401,-0.0705533115,-0.098275401,-0.084333249,-0.084333249,-0.056773374
9.23E-07,0.01494068751,-0.084333249,-0.084333249,-0.098275401,-0.084333249,-0.0705533115,-0.084333249,-0.084333249,-0.0705533115,-0.1258352865,-0.098275401,-0.056773374,-0.084333249
9.23E-07,0.02320872561,-0.056773374,-0.0428313375,-0.056773374,-0.1120553385,-0.0428313375,-0.084333249,-0.0705533115,-0.0705533115,-0.084333249,-0.084333249,-0.098275401,-0.084333249
9.24E-07,0.03157394499,-0.0705533115,-0.0705533115,-0.098275401,-0.084333249,-0.084333249,-0.0705533115,-0.098275401,-0.0428313375,-0.098275401,-0.084333249,-0.098275401,-0.1120553385
9.25E-07,0.02320872561,-0.0705533115,-0.0705533115,-0.0705533115,-0.0428313375,-0.098275401,-0.098275401,-0.1258352865,-0.056773374,-0.098275401,-0.084333249,-0.084333249,-0.0705533115
9.25E-07,0.01494068751,-0.056773374,-0.0705533115,-0.098275401,-0.0428313375,-0.056773374,-0.084333249,-0.098275401,-0.098275401,-0.098275401,-0.1258352865,-0.0705533115,-0.0428313375
9.26E-07,0.02320872561,-0.0705533115,-0.056773374,-0.0705533115,-0.084333249,-0.056773374,-0.084333249,-0.084333249,-0.0705533115,-0.0705533115,-0.084333249,-0.084333249,-0.084333249
9.26E-07,0.00667272438,-0.0428313375,-0.084333249,-0.0705533115,-0.098275401,-0.0705533115,-0.084333249,-0.098275401,-0.1120553385,-0.0705533115,-0.098275401,-0.098275401,-0.056773374
9.27E-07,0.03157394499,-0.084333249,-0.084333249,-0.0428313375,-0.0705533115,-0.084333249,-0.098275401,-0.0428313375,-0.084333249,-0.098275401,-0.098275401,-0.098275401,-0.084333249
9.28E-07,0.03984190812,-0.0428313375,-0.0428313375,-0.098275401,-0.0705533115,-0.0428313375,-0.098275401,-0.056773374,-0.084333249,-0.084333249,-0.0152714625,-0.0705533115,-0.056773374
9.28E-07,0.01494068751,-0.084333249,-0.084333249,-0.084333249,-0.084333249,-0.098275401,-0.084333249,-0.0705533115,-0.0428313375,-0.084333249,-0.0705533115,-0.056773374,-0.084333249
9.29E-07,0.02320872561,-0.056773374,-0.084333249,-0.0705533115,-0.098275401,-0.084333249,-0.0705533115,-0.056773374,-0.084333249,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115
9.29E-07,0.01494068751,-0.0705533115,-0.084333249,-0.0705533115,-0.1120553385,-0.084333249,-0.084333249,-0.084333249,-0.056773374,-0.084333249,-0.084333249,-0.0705533115,-0.084333249
9.30E-07,0.03157394499,-0.056773374,-0.0705533115,-0.1258352865,-0.0705533115,-0.084333249,-0.084333249,-0.1120553385,-0.0428313375,-0.098275401,-0.098275401,-0.056773374,-0.084333249
9.31E-07,0.01494068751,-0.056773374,-0.056773374,-0.0705533115,-0.084333249,-0.1120553385,-0.056773374,-0.098275401,-0.056773374,-0.1397773125,-0.084333249,-0.056773374,-0.1120553385
9.31E-07,0.03157394499,-0.098275401,-0.1258352865,-0.0705533115,-0.056773374,-0.0705533115,-0.098275401,-0.084333249,-0.084333249,-0.084333249,-0.1120553385,-0.084333249,-0.098275401
9.32E-07,0.03157394499,-0.0705533115,-0.056773374,-0.084333249,-0.056773374,-0.056773374,-0.056773374,-0.056773374,-0.084333249,-0.098275401,-0.098275401,-0.1120553385,-0.0705533115
9.32E-07,-0.001692495315,-0.0290514,-0.098275401,-0.0290514,-0.056773374,-0.0705533115,-0.098275401,-0.084333249,-0.084333249,-0.0705533115,-0.0705533115,-0.1120553385,-0.0705533115
9.33E-07,0.03157394499,-0.084333249,-0.056773374,-0.0705533115,-0.0705533115,-0.1120553385,-0.0705533115,-0.0705533115,-0.084333249,-0.0705533115,-0.0705533115,-0.084333249,-0.084333249
9.34E-07,0.03157394499,-0.0705533115,-0.098275401,-0.098275401,-0.084333249,-0.0428313375,-0.084333249,-0.084333249,-0.0290514,-0.056773374,-0.098275401,-0.1120553385,-0.084333249
9.34E-07,0.03157394499,-0.0705533115,-0.056773374,-0.056773374,-0.0428313375,-0.056773374,-0.084333249,-0.0705533115,-0.0290514,-0.0705533115,-0.084333249,-0.084333249,-0.056773374
9.35E-07,0.03157394499,-0.0428313375,-0.0705533115,-0.084333249,-0.056773374,-0.056773374,-0.0705533115,-0.084333249,-0.084333249,-0.084333249,-0.098275401,-0.056773374,-0.056773374
9.35E-07,0.02320872561,-0.0705533115,-0.056773374,-0.056773374,-0.056773374,-0.098275401,-0.084333249,-0.084333249,-0.0428313375,-0.0705533115,-0.0705533115,-0.1120553385,-0.0705533115
9.36E-07,-0.001692495315,-0.0705533115,-0.0428313375,-0.056773374,-0.056773374,-0.0705533115,-0.0705533115,-0.1120553385,-0.084333249,-0.1120553385,-0.056773374,-0.0705533115,-0.098275401
9.37E-07,0.02320872561,-0.0705533115,-0.056773374,-0.0705533115,-0.0290514,-0.098275401,-0.0705533115,-0.0705533115,-0.0705533115,-0.084333249,-0.056773374,-0.084333249,-0.098275401
9.37E-07,0.01494068751,-0.084333249,-0.056773374,-0.084333249,-0.084333249,-0.0428313375,-0.084333249,-0.084333249,-0.084333249,-0.084333249,-0.084333249,-0.0428313375,-0.084333249
9.38E-07,0.00667272438,-0.056773374,-0.0705533115,-0.056773374,-0.056773374,-0.0705533115,-0.0705533115,-0.084333249,-0.0705533115,-0.056773374,-0.0705533115,-0.1258352865,-0.098275401
9.38E-07,0.03157394499,-0.0705533115,-0.0705533115,-0.084333249,-0.056773374,-0.084333249,-0.098275401,-0.1120553385,-0.0290514,-0.0428313375,-0.084333249,-0.084333249,-0.084333249
9.39E-07,0.02320872561,-0.0705533115,-0.0705533115,-0.0428313375,-0.084333249,-0.084333249,-0.084333249,-0.098275401,-0.1258352865,-0.0705533115,-0.0705533115,-0.056773374,-0.056773374
9.40E-07,0.02320872561,-0.084333249,-0.0705533115,-0.0705533115,-0.056773374,-0.056773374,-0.0705533115,-0.084333249,-0.0705533115,-0.0705533115,-0.1120553385,-0.1120553385,-0.056773374
9.40E-07,0.01494068751,-0.084333249,-0.0290514,-0.0705533115,-0.0705533115,-0.084333249,-0.084333249,-0.084333249,-0.0705533115,-0.0705533115,-0.056773374,-0.1120553385,-0.1120553385
9.41E-07,0.03984190812,-0.084333249,-0.0705533115,-0.0705533115,-0.084333249,-0.1120553385,-0.0705533115,-0.084333249,-0.056773374,-0.0290514,-0.0705533115,-0.056773374,-0.098275401
9.41E-07,0.02320872561,-0.0705533115,-0.0705533115,-0.056773374,-0.056773374,-0.056773374,-0.084333249,-0.056773374,-0.0705533115,-0.0705533115,-0.084333249,-0.056773374,-0.056773374
9.42E-07,0.03157394499,-0.0428313375,-0.084333249,-0.084333249,-0.0428313375,-0.0428313375,-0.0705533115,-0.098275401,-0.0705533115,-0.0705533115,-0.084333249,-0.056773374,-0.056773374
9.43E-07,0.01494068751,-0.056773374,-0.056773374,-0.0428313375,-0.0290514,-0.098275401,-0.084333249,-0.084333249,-0.084333249,-0.0428313375,-0.056773374,-0.056773374,-0.0428313375
9.43E-07,0.03157394499,-0.0428313375,-0.0705533115,-0.0705533115,-0.0705533115,-0.084333249,-0.098275401,-0.0705533115,-0.0705533115,-0.098275401,-0.098275401,-0.056773374,-0.084333249
9.44E-07,0.02320872561,-0.056773374,-0.056773374,-0.0705533115,-0.098275401,-0.084333249,-0.084333249,-0.0705533115,-0.084333249,-0.098275401,-0.056773374,-0.084333249,-0.084333249
9.44E-07,0.01494068751,-0.0705533115,-0.098275401,-0.098275401,-0.084333249,-0.056773374,-0.084333249,-0.0428313375,-0.0705533115,-0.056773374,-0.0705533115,-0.084333249,-0.0705533115
9.45E-07,-0.00996045813,-0.056773374,-0.056773374,-0.098275401,-0.084333249,-0.084333249,-0.0705533115,-0.0705533115,-0.098275401,-0.0290514,-0.0705533115,-0.056773374,-0.0705533115
9.46E-07,0.02320872561,-0.0705533115,-0.084333249,-0.084333249,-0.0705533115,-0.1120553385,-0.084333249,-0.084333249,-0.084333249,-0.084333249,-0.098275401,-0.056773374,-0.0705533115
9.46E-07,0.03984190812,-0.056773374,-0.098275401,-0.098275401,-0.056773374,-0.098275401,-0.084333249,-0.056773374,-0.0705533115,-0.056773374,-0.098275401,-0.056773374,-0.084333249
9.47E-07,0.02320872561,-0.0428313375,-0.098275401,-0.084333249,-0.0705533115,-0.056773374,-0.084333249,-0.0705533115,-0.056773374,-0.098275401,-0.1258352865,-0.098275401,-0.0705533115
9.47E-07,0.02320872561,-0.0428313375,-0.084333249,-0.098275401,-0.084333249,-0.056773374,-0.098275401,-0.0705533115,-0.056773374,-0.056773374,-0.0705533115,-0.084333249,-0.0705533115
9.48E-07,0.03157394499,-0.056773374,-0.098275401,-0.098275401,-0.0705533115,-0.0428313375,-0.0705533115,-0.084333249,-0.0705533115,-0.056773374,-0.098275401,-0.056773374,-0.056773374
9.49E-07,0.03984190812,-0.084333249,-0.1120553385,-0.0705533115,-0.084333249,-0.056773374,-0.084333249,-0.056773374,-0.056773374,-0.098275401,-0.0705533115,-0.0428313375,-0.056773374
9.49E-07,0.02320872561,-0.0428313375,-0.056773374,-0.084333249,-0.084333249,-0.0705533115,-0.056773374,-0.0705533115,-0.056773374,-0.0152714625,-0.0705533115,-0.098275401,-0.056773374
9.50E-07,0.03157394499,-0.0705533115,-0.084333249,-0.0705533115,-0.084333249,-0.0290514,-0.0705533115,-0.084333249,-0.0705533115,-0.0705533115,-0.1258352865,-0.098275401,-0.098275401
9.50E-07,0.03157394499,-0.0428313375,-0.084333249,-0.056773374,-0.0428313375,-0.0152714625,-0.0705533115,-0.084333249,-0.0705533115,-0.098275401,-0.1120553385,-0.0428313375,-0.0705533115
9.51E-07,0.00667272438,-0.0290514,-0.1258352865,-0.084333249,-0.0428313375,-0.0705533115,-0.084333249,-0.0705533115,-0.0705533115,-0.084333249,-0.0290514,-0.084333249,-0.0705533115
9.52E-07,0.02320872561,-0.056773374,-0.1120553385,-0.056773374,-0.0290514,-0.0705533115,-0.084333249,-0.056773374,-0.084333249,-0.0705533115,-0.056773374,-0.084333249,-0.0705533115
9.52E-07,0.01494068751,-0.0428313375,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.0705533115,-0.0428313375,-0.0705533115,-0.056773374,-0.056773374,-0.0705533115,-0.084333249
9.53E-07,0.03157394499,-0.0705533115,-0.0428313375,-0.0705533115,-0.0705533115,-0.084333249,-0.0705533115,-0.0705533115,-0.084333249,-0.056773374,-0.084333249,-0.056773374,-0.0428313375
9.53E-07,0.00667272438,-0.056773374,-0.084333249,-0.056773374,-0.084333249,-0.056773374,-0.056773374,-0.1120553385,-0.0705533115,-0.056773374,-0.1120553385,-0.0705533115,-0.0428313375
9.54E-07,0.01494068751,-0.1120553385,-0.056773374,-0.098275401,-0.0705533115,-0.0705533115,-0.0705533115,-0.0428313375,-0.056773374,-0.0428313375,-0.084333249,-0.0705533115,-0.056773374
9.55E-07,0.03984190812,-0.0705533115,-0.0705533115,-0.098275401,-0.0428313375,-0.056773374,-0.0428313375,-0.056773374,-0.0705533115,-0.056773374,-0.0428313375,-0.0428313375,-0.0705533115
9.55E-07,0.01494068751,-0.056773374,-0.056773374,-0.098275401,-0.0705533115,-0.0705533115,-0.0428313375,-0.084333249,-0.0428313375,-0.0705533115,-0.084333249,-0.056773374,-0.0705533115
9.56E-07,0.02320872561,-0.084333249,-0.084333249,-0.0705533115,-0.098275401,-0.084333249,-0.1120553385,-0.0705533115,-0.084333249,-0.084333249,-0.1120553385,-0.1120553385,-0.0428313375
9.56E-07,0.01494068751,-0.056773374,-0.056773374,-0.084333249,-0.056773374,-0.0428313375,-0.084333249,-0.056773374,-0.1120553385,-0.084333249,-0.056773374,-0.0428313375,-0.0705533115
9.57E-07,0.03157394499,-0.056773374,-0.056773374,-0.056773374,-0.0705533115,-0.084333249,-0.084333249,-0.0428313375,-0.0705533115,-0.0705533115,-0.084333249,-0.084333249,-0.084333249
9.58E-07,-0.001692495315,-0.0290514,-0.056773374,-0.084333249,-0.0705533115,-0.084333249,-0.056773374,-0.056773374,-0.056773374,-0.0705533115,-0.084333249,-0.0705533115,-0.084333249
9.58E-07,0.00667272438,-0.0428313375,-0.098275401,-0.084333249,-0.098275401,-0.084333249,-0.056773374,-0.0705533115,-0.056773374,-0.084333249,-0.056773374,-0.056773374,-0.084333249
9.59E-07,0.01494068751,-0.056773374,-0.0705533115,-0.0705533115,-0.0705533115,-0.098275401,-0.0705533115,-0.084333249,-0.0705533115,-0.056773374,-0.098275401,-0.056773374,-0.0428313375
9.59E-07,0.01494068751,-0.0705533115,-0.098275401,-0.0705533115,-0.0705533115,-0.0705533115,-0.0428313375,-0.084333249,-0.0428313375,-0.0705533115,-0.1120553385,-0.056773374,-0.056773374
9.60E-07,0.01494068751,-0.056773374,-0.0428313375,-0.084333249,-0.0705533115,-0.056773374,-0.0428313375,-0.056773374,-0.056773374,-0.0705533115,-0.098275401,-0.084333249,-0.084333249
9.61E-07,0.02320872561,-0.0290514,-0.0428313375,-0.056773374,-0.0428313375,-0.084333249,-0.056773374,-0.0705533115,-0.084333249,-0.084333249,-0.0428313375,-0.084333249,-0.098275401
9.61E-07,0.02320872561,-0.056773374,-0.0705533115,-0.056773374,-0.0705533115,-0.0428313375,-0.084333249,-0.084333249,-0.1120553385,-0.0705533115,-0.0705533115,-0.0705533115,-0.056773374
9.62E-07,0.00667272438,-0.0705533115,-0.056773374,-0.056773374,-0.084333249,-0.084333249,-0.0705533115,-0.084333249,-0.0428313375,-0.084333249,-0.0705533115,-0.056773374,-0.098275401
9.62E-07,0.04810987125,-0.084333249,-0.056773374,-0.0428313375,-0.056773374,-0.056773374,-0.084333249,-0.0705533115,-0.056773374,-0.098275401,-0.084333249,-0.084333249,-0.1258352865
9.63E-07,0.00667272438,-0.056773374,-0.098275401,-0.0705533115,-0.0428313375,-0.084333249,-0.056773374,-0.056773374,-0.056773374,-0.1258352865,-0.056773374,-0.0705533115,-0.0428313375
9.64E-07,0.01494068751,-0.1120553385,-0.0705533115,-0.0290514,-0.0428313375,-0.0705533115,-0.098275401,-0.0705533115,-0.0705533115,-0.098275401,-0.0428313375,-0.056773374,-0.084333249
9.64E-07,0.01494068751,-0.0428313375,-0.084333249,-0.0705533115,-0.056773374,-0.084333249,-0.0705533115,-0.084333249,-0.098275401,-0.0705533115,-0.0705533115,-0.084333249,-0.084333249
9.65E-07,0.03157394499,-0.098275401,-0.0428313375,-0.0705533115,-0.098275401,-0.056773374,-0.0705533115,-0.0290514,-0.0705533115,-0.0428313375,-0.0705533115,-0.098275401,-0.098275401
9.65E-07,0.03984190812,-0.056773374,-0.0152714625,-0.056773374,-0.084333249,-0.056773374,-0.0428313375,-0.056773374,-0.0705533115,-0.084333249,-0.098275401,-0.084333249,-0.098275401
9.66E-07,0.02320872561,-0.056773374,-0.0705533115,-0.0428313375,-0.056773374,-0.098275401,-0.0428313375,-0.084333249,-0.098275401,-0.0428313375,-0.084333249,-0.0705533115,-0.0705533115
9.67E-07,0.02320872561,-0.0290514,-0.0428313375,-0.056773374,-0.0705533115,-0.0152714625,-0.0705533115,-0.0705533115,-0.0152714625,-0.098275401,-0.0705533115,-0.0290514,-0.0705533115
9.67E-07,0.03157394499,-0.0428313375,-0.056773374,-0.0428313375,-0.0428313375,-0.084333249,-0.056773374,-0.0705533115,-0.0705533115,-0.0705533115,-0.0428313375,-0.0705533115,-0.0705533115
